Id,MSSubClass,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,SalePrice,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,Alley_nan,Alley_Grvl,Alley_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LotShape_IR3,LandContour_Lvl,LandContour_Bnk,LandContour_Low,LandContour_HLS,LotConfig_Inside,LotConfig_FR2,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,Exterior1st_VinylSd,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_AsbShng,Exterior1st_Stucco,Exterior1st_BrkComm,Exterior1st_AsphShn,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_CBlock,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_Wd Shng,Exterior2nd_HdBoard,Exterior2nd_Plywood,Exterior2nd_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_BrkFace,Exterior2nd_Stucco,Exterior2nd_AsbShng,Exterior2nd_Brk Cmn,Exterior2nd_ImStucc,Exterior2nd_AsphShn,Exterior2nd_Stone,Exterior2nd_Other,Exterior2nd_CBlock,MasVnrType_BrkFace,MasVnrType_nan,MasVnrType_Stone,MasVnrType_BrkCmn,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,Foundation_Wood,Foundation_Slab,Foundation_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Heating_OthW,Heating_Floor,Electrical_SBrkr,Electrical_FuseF,Electrical_FuseA,Electrical_FuseP,Electrical_Mix,Electrical_nan,Functional_Typ,Functional_Min1,Functional_Maj1,Functional_Min2,Functional_Mod,Functional_Maj2,Functional_Sev,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_nan,GarageType_Basment,GarageType_2Types,PavedDrive_Y,PavedDrive_N,PavedDrive_P,Fence_nan,Fence_MnPrv,Fence_GdWo,Fence_GdPrv,Fence_MnWw,SaleType_WD,SaleType_New,SaleType_COD,SaleType_ConLD,SaleType_ConLI,SaleType_CWD,SaleType_ConLw,SaleType_Con,SaleType_Oth,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,LotFrontage_percentile,LotArea_percentile,YearBuilt_percentile,YearRemodAdd_percentile,MasVnrArea_percentile,BsmtFinSF1_percentile,BsmtFinSF2_percentile,BsmtUnfSF_percentile,TotalBsmtSF_percentile,1stFlrSF_percentile,2ndFlrSF_percentile,LowQualFinSF_percentile,BsmtFullBath_percentile,BsmtHalfBath_percentile,FullBath_percentile,HalfBath_percentile,BedroomAbvGr_percentile,KitchenAbvGr_percentile,TotRmsAbvGrd_percentile,Fireplaces_percentile,GarageYrBlt_percentile,GarageCars_percentile,GarageArea_percentile,WoodDeckSF_percentile,OpenPorchSF_percentile,EnclosedPorch_percentile,3SsnPorch_percentile,ScreenPorch_percentile,PoolArea_percentile,MiscVal_percentile,MoSold_percentile,YrSold_percentile
557,0.0625,0.5,0.5,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5714285714285714,0.2857142857142857,0.6,1,0.6,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,141000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4962531223980017,0.913013698630137,0.29143835616438357,0.16095890410958905,0.296831955922865,0.834931506849315,0.44315068493150683,0.22979452054794522,0.6041095890410959,0.5071917808219178,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.313013698630137,0.1613013698630137,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.19398114575779551,0.1821917808219178,0.20684931506849316,0.9075342465753424,0.225,0.4291095890410959,0.49212328767123287,0.9342465753424658,0.49794520547945204,0.48253424657534244,0.3147260273972603,0.10787671232876712
558,0.3125,0.4,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5714285714285714,0.2857142857142857,0.8,1,0.6,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,108000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3130724396336386,0.6976027397260274,0.07089041095890411,0.0613013698630137,0.296831955922865,0.6839041095890411,0.44315068493150683,0.040753424657534246,0.10102739726027397,0.2732876712328767,0.5952054794520548,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.23664383561643837,0.616751269035533,0.1821917808219178,0.7154109589041096,0.26095890410958905,0.6445205479452055,0.913013698630137,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.8232876712328767,0.10787671232876712
559,0.375,0.7,0.5,0.6,0.6,0.8333333333333334,0.6666666666666666,1.0,1.0,0.2857142857142857,1.0,1,0.6,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,175000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23189009159034138,0.9732876712328767,0.6856164383561644,0.5684931506849316,0.296831955922865,0.6599315068493151,0.44315068493150683,0.15445205479452054,0.18013698630136987,0.08424657534246575,0.7383561643835617,0.4914383561643836,0.2934931506849315,0.9715753424657534,0.7147260273972603,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.6435823060188542,0.5907534246575342,0.3452054794520548,0.9037671232876713,0.48527397260273974,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.7599315068493151,0.5448630136986301
560,0.75,0.7,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,1.0,1,0.8,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,234000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.048287671232876715,0.7958904109589041,0.7633561643835617,0.6015840220385675,0.16027397260273973,0.44315068493150683,0.934931506849315,0.7924657534246575,0.8424657534246576,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.1613013698630137,0.4777397260273973,0.6554794520547945,0.6955479452054795,0.7799129804205946,0.5907534246575342,0.36095890410958903,0.6784246575342465,0.4726027397260274,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.8753424657534247,0.10787671232876712
561,0.0625,0.5,0.6,0.6,0.6,0.8333333333333334,0.6666666666666666,0.4,0.8571428571428571,0.2857142857142857,0.6,1,0.6,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.2,121500.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.7294520547945206,0.29143835616438357,0.5476027397260274,0.7737603305785123,0.958904109589041,0.44315068493150683,0.1178082191780822,0.8023972602739726,0.7520547945205479,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.17328767123287672,0.6955479452054795,0.19398114575779551,0.5907534246575342,0.6301369863013698,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.9267123287671233,0.49794520547945204,0.48253424657534244,0.3147260273972603,0.9404109589041096
562,0.0625,0.5,0.5,0.6,0.6,0.8333333333333334,0.6666666666666666,0.8,0.8571428571428571,0.42857142857142855,0.8,1,0.6,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.2,170000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6677768526228143,0.5794520547945206,0.5106164383561644,0.3386986301369863,0.296831955922865,0.9013698630136986,0.9020547945205479,0.22773972602739725,0.797945205479452,0.7479452054794521,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.313013698630137,0.1613013698630137,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.4234952864394489,0.5907534246575342,0.35376712328767124,0.8811643835616438,0.5825342465753425,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.19657534246575342,0.10787671232876712
563,0.125,0.5,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.7142857142857143,0.2857142857142857,1.0,1,0.6,0.8333333333333334,0.25,0.16666666666666666,0.16666666666666666,0.2,108000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3938384679433805,0.8842465753424658,0.1702054794520548,0.2743150684931507,0.296831955922865,0.4352739726027397,0.44315068493150683,0.6736301369863014,0.5071917808219178,0.39486301369863014,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.313013698630137,0.5592465753424658,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.0,0.028082191780821917,0.028082191780821917,0.6917808219178082,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.638013698630137,0.5448630136986301
564,0.3125,0.6,0.7,0.6,0.6,0.8333333333333334,0.6666666666666666,0.6,0.2857142857142857,0.2857142857142857,1.0,1,0.6,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.2,185000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45961698584512906,0.9726027397260274,0.056164383561643834,0.0613013698630137,0.296831955922865,0.16027397260273973,0.44315068493150683,0.8890410958904109,0.6664383561643835,0.5832191780821918,0.6164383561643836,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.9075342465753424,0.4777397260273973,0.8321917808219178,0.6955479452054795,0.17041334300217548,0.5907534246575342,0.3160958904109589,0.5568493150684931,0.5698630136986301,0.4291095890410959,0.49212328767123287,0.9417808219178082,0.49794520547945204,0.48253424657534244,0.638013698630137,0.5448630136986301
565,0.375,0.7,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,1.0,0.2857142857142857,1.0,1,0.8,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.2,268000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.8554794520547945,0.6390410958904109,0.6410958904109589,0.296831955922865,0.7571917808219178,0.44315068493150683,0.3952054794520548,0.6082191780821918,0.589041095890411,0.9472602739726027,0.4914383561643836,0.788013698630137,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.9075342465753424,0.4777397260273973,0.9219178082191781,0.6955479452054795,0.5895576504713561,0.5907534246575342,0.773972602739726,0.26095890410958905,0.6013698630136987,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.638013698630137,0.10787671232876712
566,0.4375,0.6,0.4,0.6,0.6,0.8333333333333334,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.6,0,0.4,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,128000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45961698584512906,0.18013698630136987,0.04417808219178082,0.0613013698630137,0.296831955922865,0.16027397260273973,0.44315068493150683,0.7482876712328768,0.2650684931506849,0.19006849315068494,0.8071917808219178,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.8089041095890411,0.9075342465753424,0.4777397260273973,0.40513698630136985,0.23664383561643837,0.017766497461928935,0.1821917808219178,0.07910958904109588,0.26095890410958905,0.7431506849315068,0.9219178082191781,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.3147260273972603,0.9404109589041096
567,0.375,0.9,0.5,0.8,0.6,0.8333333333333334,0.8333333333333334,0.4,0.2857142857142857,0.2857142857142857,1.0,1,1.0,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.2,325000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6677768526228143,0.7102739726027397,0.8702054794520548,0.927054794520548,0.8336776859504132,0.16027397260273973,0.44315068493150683,0.8794520547945206,0.6318493150684932,0.5527397260273973,0.9883561643835617,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.9075342465753424,0.4777397260273973,0.9859589041095891,0.6955479452054795,0.8600435097897027,0.934931506849315,0.8321917808219178,0.6917808219178082,0.5900684931506849,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.4712328767123288,0.5448630136986301
568,0.0625,0.7,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,1.0,0.2857142857142857,1.0,1,0.8,0.16666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.2,214000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5299750208159867,0.5965753424657534,0.8297945205479452,0.7633561643835617,0.7537878787878788,0.32054794520547947,0.44315068493150683,0.9595890410958904,0.8667808219178083,0.8321917808219178,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.23664383561643837,0.817258883248731,0.5907534246575342,0.6517123287671233,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.11198630136986301,0.9404109589041096
569,0.3125,0.8,0.8,0.8,0.6,0.8333333333333334,0.6666666666666666,1.0,1.0,0.2857142857142857,1.0,1,0.8,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,0.2,316600.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6994171523730225,0.8068493150684931,0.5969178082191781,0.9883561643835617,0.296831955922865,0.9794520547945206,0.44315068493150683,0.09417808219178082,0.8571917808219178,0.809931506849315,0.6808219178082192,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.8089041095890411,0.021575342465753426,0.4777397260273973,0.17328767123287672,0.6955479452054795,0.5213923132704859,0.5907534246575342,0.7914383561643835,0.9551369863013699,0.6013698630136987,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.8232876712328767,0.7647260273972603
570,0.6875,0.5,0.5,0.6,0.6,0.8333333333333334,0.6666666666666666,1.0,1.0,0.2857142857142857,0.6,1,0.6,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,135960.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.19657534246575342,0.5780821917808219,0.3941780821917808,0.296831955922865,0.8568493150684932,0.44315068493150683,0.040753424657534246,0.4476027397260274,0.3273972602739726,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.22910958904109588,0.313013698630137,0.1613013698630137,0.4777397260273973,0.04589041095890411,0.9575342465753425,0.49238578680203043,0.5907534246575342,0.7804794520547945,0.5363013698630137,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.9801369863013699,0.10787671232876712
571,0.6875,0.5,0.5,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.42857142857142855,0.2857142857142857,0.6,1,0.6,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,142600.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.604496253122398,0.8458904109589042,0.39623287671232876,0.2328767123287671,0.6876721763085399,0.4071917808219178,0.44315068493150683,0.9568493150684931,0.9431506849315069,0.9277397260273973,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.9972602739726028,0.9767123287671233,0.9636986301369863,0.23664383561643837,0.5453226976069616,0.5907534246575342,0.7431506849315068,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.9328767123287671,0.5448630136986301
